ID,sire,dam
a3925,a961,a2411
a3926,a1120,a2671
a3927,a558,a2959
a3928,a1168,a2004
a3929,a400,a1907
a3930,a1415,a2059
a3931,a1531,a1609
a3932,a406,a1627
a3933,a664,a2346
a3934,a1051,a2372
a3935,a704,a1709
a3936,a923,a2861
a3937,a296,a1853
a3938,a1548,a1844
a3939,a859,a2268
a3940,a1465,a2105
a3941,a548,a1894
a3942,a468,a2488
a3943,a1245,a2503
a3944,a789,a1780
a3945,a1348,a2881
a3946,a1249,a2271
a3947,a1132,a1860
a3948,a1381,a2941
a3949,a334,a2382
a3950,a1372,a2423
a3951,a216,a2099
a3952,a414,a1859
a3953,a454,a2739
a3954,a837,a1641
a3955,a1219,a2988
a3956,a1098,a2261
a3957,a1219,a2008
a3958,a1060,a2363
a3959,a1561,a2964
a3960,a1244,a1677
a3961,a1404,a1894
a3962,a1523,a1877
a3963,a1293,a1953
a3964,a422,a2492
a3965,a457,a1797
a3966,a588,a2443
a3967,a792,a2792
a3968,a274,a2176
a3969,a300,a2886
a3970,a726,a2996
a3971,a226,a2494
a3972,a498,a1802
a3973,a521,a1608
a3974,a475,a2791
a3975,a833,a2778
a3976,a1007,a2864
a3977,a433,a2012
a3978,a784,a2913
a3979,a1504,a1870
a3980,a285,a2962
a3981,a652,a2490
a3982,a413,a1867
a3983,a1580,a1811
a3984,a509,a2414
a3985,a1016,a2411
a3986,a411,a2494
a3987,a928,a2351
a3988,a505,a2797
a3989,a201,a2112
a3990,a1458,a2795
a3991,a1312,a2067
a3992,a889,a2254
a3993,a1480,a2304
a3994,a936,a2747
a3995,a1588,a1985
a3996,a1120,a2358
a3997,a353,a2642
a3998,a338,a2107
a3999,a1403,a2451
a4000,a1045,a2850
a4001,a431,a2626
a4002,a1234,a2241
a4003,a300,a2816
a4004,a541,a2302
a4005,a1321,a2346
a4006,a742,a1925
a4007,a513,a2325
a4008,a369,a2048
a4009,a698,a2407
a4010,a1356,a2739
a4011,a1227,a1719
a4012,a283,a2110
a4013,a510,a2318
a4014,a1593,a2822
a4015,a726,a2168
a4016,a849,a2273
a4017,a1569,a2374
a4018,a1375,a2976
a4019,a1566,a2809
a4020,a1204,a2226
a4021,a1064,a2363
a4022,a1595,a1739
a4023,a553,a2590
a4024,a1182,a1625
a4025,a499,a2758
a4026,a429,a2098
a4027,a1140,a2087
a4028,a1478,a2400
a4029,a1046,a2386
a4030,a1177,a2889
a4031,a594,a2473
a4032,a803,a2496
a4033,a1487,a1819
a4034,a549,a2202
a4035,a268,a1849
a4036,a399,a2891
a4037,a474,a1728
a4038,a402,a2711
a4039,a405,a2378
a4040,a1236,a2748
a4041,a382,a1935
a4042,a597,a1940
a4043,a571,a2204
a4044,a1069,a2264
a4045,a537,a2043
a4046,a1581,a2896
a4047,a1195,a1719
a4048,a600,a2096
a4049,a1524,a2526
a4050,a941,a1848
a4051,a898,a1720
a4052,a356,a1820
a4053,a811,a2685
a4054,a1212,a1878
a4055,a996,a1716
a4056,a604,a1837
a4057,a1149,a2747
a4058,a513,a2680
a4059,a1425,a2520
a4060,a377,a1771
a4061,a1135,a2146
a4062,a1098,a2233
a4063,a917,a2849
a4064,a727,a1899
a4065,a295,a2425
a4066,a871,a2386
a4067,a958,a1988
a4068,a1123,a2316
a4069,a1092,a1931
a4070,a1215,a2877
a4071,a859,a2073
a4072,a453,a2718
a4073,a817,a2299
a4074,a1115,a2993
a4075,a1046,a2221
a4076,a1056,a1682
a4077,a458,a1841
a4078,a674,a2520
a4079,a1406,a2284
a4080,a416,a2663
a4081,a230,a2795
a4082,a1232,a1864
a4083,a725,a2812
a4084,a1537,a1924
a4085,a570,a1631
a4086,a1574,a2406
a4087,a1351,a2164
a4088,a394,a2191
a4089,a823,a2882
a4090,a1150,a1792
a4091,a597,a2463
a4092,a689,a2681
a4093,a628,a2556
a4094,a1538,a1980
a4095,a1296,a2034
a4096,a615,a1656
a4097,a254,a2078
a4098,a1323,a2182
a4099,a1170,a2425
a4100,a484,a1611
a4101,a1528,a1974
a4102,a575,a2348
a4103,a411,a2922
a4104,a366,a2552
a4105,a1251,a1854
a4106,a1425,a2029
a4107,a413,a2314
a4108,a985,a2567
a4109,a510,a1626
a4110,a822,a2544
a4111,a363,a2002
a4112,a1420,a1631
a4113,a371,a2206
a4114,a710,a1805
a4115,a533,a2079
a4116,a1364,a1913
a4117,a685,a2015
a4118,a830,a1969
a4119,a1335,a2647
a4120,a1567,a1706
a4121,a463,a2930
a4122,a800,a2516
a4123,a392,a2370
a4124,a951,a2004
a4125,a771,a2808
a4126,a1165,a1912
a4127,a1467,a1866
a4128,a1306,a1947
a4129,a672,a1779
a4130,a871,a2466
a4131,a1294,a2372
a4132,a1215,a2646
a4133,a428,a2729
a4134,a986,a1972
a4135,a1432,a2226
a4136,a1324,a1697
a4137,a1276,a2122
a4138,a999,a2070
a4139,a1145,a2135
a4140,a492,a1899
a4141,a1308,a2839
a4142,a1136,a1650
a4143,a1371,a2827
a4144,a1339,a2905
a4145,a602,a2250
a4146,a1273,a2087
a4147,a1362,a2163
a4148,a261,a2294
a4149,a1547,a2829
a4150,a370,a1691
a4151,a1411,a2474
a4152,a470,a2848
a4153,a1413,a2116
a4154,a422,a1658
a4155,a942,a2471
a4156,a1142,a2021
a4157,a205,a2084
a4158,a1399,a2536
a4159,a694,a2948
a4160,a519,a1653
a4161,a841,a1830
a4162,a1593,a1929
a4163,a1465,a1836
a4164,a1237,a2054
a4165,a690,a2879
a4166,a481,a2528
a4167,a835,a2416
a4168,a928,a2086
a4169,a1380,a2008
a4170,a1521,a2904
a4171,a672,a2202
a4172,a236,a2449
a4173,a1160,a2566
a4174,a265,a1992
a4175,a959,a1627
a4176,a435,a2527
a4177,a501,a1715
a4178,a1424,a2095
a4179,a391,a2865
a4180,a553,a2894
a4181,a494,a2817
a4182,a1223,a2766
a4183,a935,a2900
a4184,a514,a2356
a4185,a1381,a1960
a4186,a299,a2424
a4187,a1434,a2824
a4188,a648,a2934
a4189,a1226,a2022
a4190,a353,a2048
a4191,a1467,a2647
a4192,a766,a2394
a4193,a832,a2558
a4194,a1015,a2241
a4195,a1507,a1678
a4196,a685,a2591
a4197,a1306,a2426
a4198,a302,a2099
a4199,a914,a1851
a4200,a1198,a2848
a4201,a1444,a2535
a4202,a668,a1805
a4203,a1082,a2651
a4204,a1206,a1876
a4205,a710,a2125
a4206,a291,a2813
a4207,a467,a2929
a4208,a870,a2881
a4209,a269,a1806
a4210,a1508,a2019
a4211,a1560,a1927
a4212,a1398,a1911
a4213,a874,a2301
a4214,a1432,a2070
a4215,a462,a2486
a4216,a974,a2827
a4217,a857,a2155
a4218,a533,a2393
a4219,a907,a2651
a4220,a1519,a2329
a4221,a1120,a2759
a4222,a1570,a1626
a4223,a1079,a2202
a4224,a1163,a2630
a4225,a559,a2934
a4226,a602,a2126
a4227,a1242,a2978
a4228,a1238,a1829
a4229,a296,a2385
a4230,a255,a1968
a4231,a805,a2817
a4232,a1581,a2365
a4233,a1304,a2707
a4234,a574,a2092
a4235,a545,a1657
a4236,a1131,a2601
a4237,a1104,a1655
a4238,a558,a2718
a4239,a1593,a2800
a4240,a551,a2043
a4241,a570,a1886
a4242,a993,a2943
a4243,a1541,a1947
a4244,a1070,a2174
a4245,a1381,a1686
a4246,a1126,a1796
a4247,a970,a2194
a4248,a542,a1745
a4249,a737,a2396
a4250,a685,a1800
a4251,a896,a2188
a4252,a1345,a2330
a4253,a1430,a2744
a4254,a1175,a2746
a4255,a482,a1756
a4256,a1585,a2928
a4257,a1003,a2111
a4258,a1409,a2036
a4259,a1147,a2772
a4260,a266,a1778
a4261,a891,a2255
a4262,a1212,a1901
a4263,a871,a1810
a4264,a1597,a1651
a4265,a356,a1978
a4266,a1517,a2019
a4267,a609,a2348
a4268,a399,a2753
a4269,a304,a2423
a4270,a299,a2061
a4271,a804,a2940
a4272,a680,a2943
a4273,a217,a2100
a4274,a399,a2633
a4275,a1376,a1666
a4276,a1325,a2630
a4277,a299,a2813
a4278,a718,a2287
a4279,a897,a2103
a4280,a967,a2474
a4281,a776,a2341
a4282,a1559,a2622
a4283,a556,a1605
a4284,a1430,a2809
a4285,a830,a2886
a4286,a1305,a2457
a4287,a341,a1767
a4288,a654,a1689
a4289,a1306,a1838
a4290,a341,a2529
a4291,a456,a2635
a4292,a830,a1885
a4293,a1117,a1714
a4294,a1230,a2586
a4295,a792,a2351
a4296,a859,a2883
a4297,a1297,a1616
a4298,a448,a1681
a4299,a1514,a2376
a4300,a920,a1821
a4301,a1364,a2213
a4302,a1081,a2068
a4303,a578,a2410
a4304,a765,a2964
a4305,a997,a1996
a4306,a1337,a2658
a4307,a1313,a2957
a4308,a206,a2992
a4309,a866,a2298
a4310,a1515,a2344
a4311,a1333,a1965
a4312,a1151,a2660
a4313,a692,a2627
a4314,a676,a2657
a4315,a1215,a2552
a4316,a309,a2246
a4317,a638,a2773
a4318,a202,a1772
a4319,a408,a1776
a4320,a891,a2893
a4321,a996,a2393
a4322,a936,a2569
a4323,a201,a2242
a4324,a513,a2973
a4325,a1412,a1680
a4326,a595,a2955
a4327,a396,a2670
a4328,a845,a1744
a4329,a1352,a1704
a4330,a570,a1853
a4331,a424,a2763
a4332,a581,a2017
a4333,a1319,a1825
a4334,a500,a2058
a4335,a541,a2410
a4336,a611,a2722
a4337,a1013,a2127
a4338,a660,a2589
a4339,a1223,a1690
a4340,a1486,a1743
a4341,a1574,a1781
a4342,a1079,a2210
a4343,a1251,a2081
a4344,a910,a2948
a4345,a1363,a2989
a4346,a582,a2979
a4347,a1104,a1766
a4348,a492,a2923
a4349,a1233,a2580
a4350,a346,a2139
a4351,a1561,a2006
a4352,a1097,a1907
a4353,a1359,a1852
a4354,a1229,a2656
a4355,a658,a2372
a4356,a338,a2761
a4357,a263,a2972
a4358,a829,a1935
a4359,a1309,a2258
a4360,a1055,a2990
a4361,a1201,a2340
a4362,a1272,a2862
a4363,a740,a2717
a4364,a411,a2159
a4365,a565,a2560
a4366,a297,a2776
a4367,a1537,a2877
a4368,a654,a2506
a4369,a754,a2025
a4370,a1042,a2826
a4371,a305,a2044
a4372,a1349,a2896
a4373,a1383,a1628
a4374,a946,a2646
a4375,a1457,a2760
a4376,a1217,a2770
a4377,a1033,a2523
a4378,a1543,a2637
a4379,a1056,a2988
a4380,a1392,a2728
a4381,a849,a2085
a4382,a849,a2583
a4383,a858,a2858
a4384,a1096,a2351
a4385,a1350,a2377
a4386,a1130,a2523
a4387,a677,a2540
a4388,a938,a2573
a4389,a1204,a1787
a4390,a790,a2661
a4391,a935,a1716
a4392,a1586,a1644
a4393,a806,a2275
a4394,a1191,a1656
a4395,a829,a1626
a4396,a294,a2095
a4397,a283,a1883
a4398,a300,a2041
a4399,a1477,a2589
a4400,a1510,a2512
a4401,a1496,a1902
a4402,a449,a1842
a4403,a1160,a1613
a4404,a1521,a1748
a4405,a540,a1776
a4406,a1259,a1857
a4407,a822,a2800
a4408,a710,a2717
a4409,a853,a2933
a4410,a328,a2928
a4411,a659,a2499
a4412,a1396,a2179
a4413,a852,a2899
a4414,a898,a2631
a4415,a983,a2675
a4416,a1292,a2356
a4417,a349,a2485
a4418,a851,a1915
a4419,a235,a2769
a4420,a1206,a1837
a4421,a1597,a2719
a4422,a383,a1802
a4423,a230,a2740
a4424,a446,a2629
a4425,a1040,a2266
a4426,a1263,a1939
a4427,a993,a2561
a4428,a240,a1760
a4429,a1143,a2114
a4430,a348,a2828
a4431,a594,a2248
a4432,a1223,a2869
a4433,a422,a1645
a4434,a870,a1970
a4435,a1389,a2680
a4436,a373,a2154
a4437,a533,a1651
a4438,a227,a2832
a4439,a1107,a2360
a4440,a752,a2850
a4441,a1549,a1802
a4442,a1538,a2883
a4443,a835,a1720
a4444,a1132,a1953
a4445,a369,a2517
a4446,a631,a2214
a4447,a207,a2045
a4448,a1378,a1940
a4449,a1214,a2253
a4450,a798,a1709
a4451,a871,a2617
a4452,a1532,a2303
a4453,a1341,a1901
a4454,a859,a2425
a4455,a403,a2262
a4456,a1032,a2208
a4457,a379,a2561
a4458,a977,a2654
a4459,a1461,a2537
a4460,a329,a1860
a4461,a1362,a1837
a4462,a404,a2139
a4463,a1179,a1938
a4464,a1318,a2150
a4465,a308,a1792
a4466,a946,a2044
a4467,a975,a2865
a4468,a1104,a1802
a4469,a1565,a2852
a4470,a451,a2306
a4471,a1538,a2124
a4472,a762,a2488
a4473,a1048,a2127
a4474,a212,a1810
a4475,a1284,a2868
a4476,a841,a2260
a4477,a1386,a2483
a4478,a950,a2836
a4479,a1390,a1816
a4480,a458,a2710
a4481,a1425,a2398
a4482,a1178,a2560
a4483,a1449,a1910
a4484,a1292,a2112
a4485,a976,a2935
a4486,a1130,a2626
a4487,a1252,a2979
a4488,a829,a1653
a4489,a224,a1866
a4490,a293,a2324
a4491,a723,a2800
a4492,a901,a2818
a4493,a1294,a2894
a4494,a568,a2302
a4495,a1554,a2418
a4496,a1323,a2784
a4497,a1590,a1991
a4498,a1168,a2538
a4499,a672,a1674
a4500,a1347,a2661
a4501,a229,a2781
a4502,a634,a2397
a4503,a408,a2193
a4504,a668,a1841
a4505,a848,a1707
a4506,a588,a2047
a4507,a692,a2068
a4508,a609,a1630
a4509,a1089,a1868
a4510,a254,a2200
a4511,a1596,a2341
a4512,a1524,a2051
a4513,a660,a2651
a4514,a1589,a1718
a4515,a1126,a2167
a4516,a240,a2105
a4517,a272,a2312
a4518,a967,a2638
a4519,a685,a2264
a4520,a1204,a2416
a4521,a1487,a2597
a4522,a1484,a2153
a4523,a1146,a1954
a4524,a1492,a2608
a4525,a1060,a1771
a4526,a527,a2471
a4527,a313,a2480
a4528,a1046,a2516
a4529,a296,a2704
a4530,a1289,a2343
a4531,a683,a1672
a4532,a1418,a2999
a4533,a905,a2006
a4534,a1455,a2595
a4535,a1508,a1677
a4536,a1593,a2022
a4537,a1158,a1815
a4538,a640,a1951
a4539,a1029,a2692
a4540,a655,a2881
a4541,a338,a2837
a4542,a534,a2599
a4543,a882,a2589
a4544,a999,a1868
a4545,a563,a2833
a4546,a380,a1829
a4547,a1470,a1702
a4548,a625,a2114
a4549,a1283,a2607
a4550,a1120,a1886
a4551,a206,a2048
a4552,a1270,a2605
a4553,a300,a1734
a4554,a1533,a2959
a4555,a992,a2046
a4556,a1196,a2115
a4557,a448,a1627
a4558,a457,a2891
a4559,a1184,a2980
a4560,a238,a1747
a4561,a684,a1889
a4562,a1391,a2240
a4563,a645,a2343
a4564,a757,a1720
a4565,a534,a2060
a4566,a621,a2067
a4567,a726,a1775
a4568,a924,a2841
a4569,a546,a2466
a4570,a818,a2704
a4571,a335,a2162
a4572,a752,a2381
a4573,a933,a2213
a4574,a1550,a2389
a4575,a296,a2577
a4576,a1123,a2024
a4577,a1165,a2072
a4578,a297,a1839
a4579,a1502,a2286
a4580,a1439,a2827
a4581,a689,a1741
a4582,a511,a1830
a4583,a961,a2904
a4584,a1177,a2391
a4585,a1113,a1843
a4586,a1580,a2621
a4587,a1250,a2349
a4588,a1000,a2288
a4589,a1318,a2076
a4590,a1164,a1885
a4591,a439,a1961
a4592,a529,a2767
a4593,a1510,a2965
a4594,a1390,a2223
a4595,a1131,a2925
a4596,a1190,a2417
a4597,a1068,a1750
a4598,a594,a2318
a4599,a1411,a2726
a4600,a1038,a2777
a4601,a1461,a2749
a4602,a317,a2857
a4603,a852,a2776
a4604,a724,a2300
a4605,a724,a1833
a4606,a859,a2544
a4607,a1334,a2764
a4608,a1449,a2721
a4609,a1079,a1922
a4610,a278,a2796
a4611,a1392,a1969
a4612,a417,a2209
a4613,a1491,a2091
a4614,a624,a1862
a4615,a348,a2467
a4616,a775,a1926
a4617,a1503,a2525
a4618,a817,a2721
a4619,a1282,a2765
a4620,a1107,a2166
a4621,a1200,a2857
a4622,a1417,a2357
a4623,a1001,a1639
a4624,a1205,a1759
a4625,a1009,a1676
a4626,a262,a1740
a4627,a1551,a2033
a4628,a971,a2994
a4629,a1573,a2614
a4630,a858,a2504
a4631,a1089,a1627
a4632,a1359,a1759
a4633,a498,a1964
a4634,a556,a2709
a4635,a970,a2462
a4636,a400,a2000
a4637,a495,a2118
a4638,a1596,a2150
a4639,a649,a2877
a4640,a244,a2148
a4641,a796,a2046
a4642,a1397,a2212
a4643,a598,a2189
a4644,a697,a1950
a4645,a436,a1994
a4646,a794,a2191
a4647,a752,a2365
a4648,a291,a2171
a4649,a378,a1986
a4650,a1204,a2934
a4651,a1432,a1667
a4652,a1023,a2512
a4653,a1032,a2746
a4654,a220,a2766
a4655,a852,a2736
a4656,a1537,a1958
a4657,a450,a2397
a4658,a1133,a2674
a4659,a265,a2242
a4660,a207,a2729
a4661,a713,a2073
a4662,a1406,a2732
a4663,a541,a2248
a4664,a696,a2345
a4665,a573,a1866
a4666,a479,a2003
a4667,a1343,a1682
a4668,a816,a2898
a4669,a532,a1770
a4670,a1549,a2794
a4671,a1174,a1721
a4672,a1577,a1927
a4673,a1223,a1919
a4674,a893,a2328
a4675,a1327,a2257
a4676,a1144,a2393
a4677,a1162,a2934
a4678,a889,a2857
a4679,a1510,a1647
a4680,a1205,a2347
a4681,a1488,a1860
a4682,a1008,a2720
a4683,a812,a2078
a4684,a1508,a2005
a4685,a786,a1725
a4686,a690,a2292
a4687,a998,a1804
a4688,a1008,a1825
a4689,a1555,a2262
a4690,a1426,a2181
a4691,a555,a2948
a4692,a1401,a2365
a4693,a539,a2674
a4694,a1389,a2494
a4695,a295,a2961
a4696,a763,a2548
a4697,a1524,a2955
a4698,a672,a2407
a4699,a1395,a2436
a4700,a440,a2779
a4701,a704,a2059
a4702,a1315,a1928
a4703,a1478,a2295
a4704,a1151,a2780
a4705,a559,a2901
a4706,a435,a2959
a4707,a515,a2503
a4708,a642,a2696
a4709,a640,a1768
a4710,a970,a2706
a4711,a452,a1812
a4712,a1016,a2904
a4713,a1356,a2328
a4714,a1086,a2375
a4715,a1491,a1708
a4716,a1200,a1962
a4717,a1347,a1932
a4718,a305,a2917
a4719,a1150,a1858
a4720,a1044,a2015
a4721,a1453,a2925
a4722,a793,a2585
a4723,a376,a1845
a4724,a1349,a2880
a4725,a1036,a2793
a4726,a1025,a1841
a4727,a944,a2131
a4728,a783,a2222
a4729,a1324,a2870
a4730,a1526,a2862
a4731,a974,a2360
a4732,a1410,a2813
a4733,a509,a1763
a4734,a1444,a2087
a4735,a222,a2042
a4736,a840,a2096
a4737,a905,a2486
a4738,a765,a2589
a4739,a1163,a1686
a4740,a746,a2567
a4741,a863,a2649
a4742,a925,a2112
a4743,a664,a2203
a4744,a898,a1649
a4745,a1247,a1730
a4746,a1556,a1982
a4747,a264,a2247
a4748,a1200,a2541
a4749,a1582,a2460
a4750,a395,a1833
a4751,a1374,a2916
a4752,a1080,a2797
a4753,a573,a2085
a4754,a407,a2830
a4755,a1371,a1829
a4756,a668,a1809
a4757,a319,a1928
a4758,a809,a1854
a4759,a695,a2864
a4760,a884,a2031
a4761,a1264,a1715
a4762,a1082,a2952
a4763,a568,a1829
a4764,a509,a1685
a4765,a1301,a2518
a4766,a261,a2815
a4767,a1224,a2170
a4768,a1489,a1853
a4769,a1475,a1697
a4770,a862,a1892
a4771,a861,a2740
a4772,a831,a2599
a4773,a728,a2183
a4774,a298,a1792
a4775,a1580,a2883
a4776,a1549,a2920
a4777,a365,a2877
a4778,a1265,a2569
a4779,a467,a2306
a4780,a1155,a2764
a4781,a1026,a1804
a4782,a443,a2034
a4783,a829,a2334
a4784,a1465,a2732
a4785,a1330,a2461
a4786,a1461,a2105
a4787,a1106,a2882
a4788,a703,a1995
a4789,a860,a1944
a4790,a777,a2577
a4791,a860,a2447
a4792,a1279,a1778
a4793,a236,a1940
a4794,a509,a2720
a4795,a557,a2615
a4796,a307,a2516
a4797,a429,a1964
a4798,a907,a1985
a4799,a987,a2982
a4800,a628,a2545
a4801,a1506,a2358
a4802,a992,a2254
a4803,a1212,a1830
a4804,a1436,a2817
a4805,a477,a1845
a4806,a1265,a2262
a4807,a222,a2708
a4808,a360,a2179
a4809,a965,a1902
a4810,a459,a2666
a4811,a262,a1709
a4812,a744,a2003
a4813,a1261,a1665
a4814,a925,a2341
a4815,a340,a1806
a4816,a1354,a2158
a4817,a411,a2239
a4818,a1108,a1850
a4819,a770,a2940
a4820,a534,a2309
a4821,a399,a2809
a4822,a716,a2940
a4823,a574,a1876
a4824,a513,a1737
a4825,a1148,a1796
a4826,a1019,a2575
a4827,a1483,a2573
a4828,a614,a2587
a4829,a630,a1938
a4830,a494,a2814
a4831,a625,a3000
a4832,a1299,a2228
a4833,a916,a2123
a4834,a1409,a1969
a4835,a469,a1766
a4836,a706,a2555
a4837,a1278,a2195
a4838,a747,a2725
a4839,a440,a2423
a4840,a1092,a2643
a4841,a338,a1662
a4842,a283,a1881
a4843,a1135,a2989
a4844,a1309,a2329
a4845,a502,a1875
a4846,a534,a2097
a4847,a1568,a2157
a4848,a606,a2461
a4849,a386,a2594
a4850,a404,a1805
a4851,a713,a2418
a4852,a1550,a2491
a4853,a852,a1731
a4854,a1219,a2811
a4855,a341,a1957
a4856,a692,a2069
a4857,a638,a2652
a4858,a1528,a1961
a4859,a1200,a2797
a4860,a1257,a2473
a4861,a988,a2097
a4862,a1129,a1934
a4863,a983,a1772
a4864,a654,a2219
a4865,a800,a1682
a4866,a270,a1837
a4867,a1556,a2588
a4868,a1241,a1947
a4869,a616,a2237
a4870,a312,a2291
a4871,a218,a1822
a4872,a1428,a2417
a4873,a1122,a2119
a4874,a1281,a2801
a4875,a351,a1957
a4876,a1042,a2611
a4877,a838,a2583
a4878,a1492,a2227
a4879,a1538,a2313
a4880,a759,a2480
a4881,a1541,a1620
a4882,a572,a2433
a4883,a262,a2131
a4884,a1475,a2334
a4885,a828,a1618
a4886,a759,a2219
a4887,a442,a2072
a4888,a1529,a1636
a4889,a288,a2937
a4890,a939,a2707
a4891,a1045,a2757
a4892,a353,a1890
a4893,a1136,a2993
a4894,a1352,a2862
a4895,a558,a2815
a4896,a394,a2796
a4897,a1293,a2633
a4898,a691,a1842
a4899,a968,a2813
a4900,a774,a1646
a4901,a1054,a1944
a4902,a1023,a1741
a4903,a318,a2493
a4904,a1455,a1709
a4905,a1277,a2158
a4906,a522,a2271
a4907,a240,a2304
a4908,a1554,a2745
a4909,a471,a2429
a4910,a288,a2595
a4911,a304,a2226
a4912,a1586,a2563
a4913,a1200,a2530
a4914,a668,a1641
a4915,a1165,a1689
a4916,a212,a2207
a4917,a226,a1844
a4918,a408,a1805
a4919,a1433,a2056
a4920,a1220,a2930
a4921,a1018,a2297
a4922,a1422,a1976
a4923,a488,a2742
a4924,a831,a1801
a4925,a826,a2588
a4926,a524,a2542
a4927,a1478,a2343
a4928,a1305,a1867
a4929,a716,a2173
a4930,a1345,a2963
a4931,a962,a1632
a4932,a954,a2080
a4933,a1286,a2186
a4934,a810,a1745
a4935,a1184,a1713
a4936,a450,a2054
a4937,a781,a1789
a4938,a307,a2827
a4939,a225,a2402
a4940,a491,a2330
a4941,a659,a1847
a4942,a1106,a2562
a4943,a535,a2838
a4944,a1426,a2359
a4945,a478,a1763
a4946,a1033,a2005
a4947,a643,a2504
a4948,a1298,a1987
a4949,a1572,a1847
a4950,a1016,a2950
a4951,a335,a2975
a4952,a1071,a2102
a4953,a658,a2722
a4954,a701,a1626
a4955,a547,a2161
a4956,a630,a2182
a4957,a1458,a2281
a4958,a1191,a2298
a4959,a1545,a2804
a4960,a211,a1825
a4961,a1237,a2497
a4962,a1397,a2487
a4963,a721,a2428
a4964,a1288,a2100
a4965,a1068,a2467
a4966,a1099,a2405
a4967,a1155,a2581
a4968,a1461,a2031
a4969,a549,a2129
a4970,a219,a1960
a4971,a1098,a1656
a4972,a1221,a1879
a4973,a1466,a2270
a4974,a1138,a2931
a4975,a268,a1954
a4976,a1371,a2180
a4977,a982,a2961
a4978,a219,a1889
a4979,a898,a2436
a4980,a311,a2040
a4981,a924,a2669
a4982,a1331,a1839
a4983,a548,a1625
a4984,a995,a2282
a4985,a1513,a2948
a4986,a631,a2338
a4987,a388,a1874
a4988,a765,a2117
a4989,a779,a2561
a4990,a789,a2422
a4991,a1001,a2959
a4992,a1244,a1801
a4993,a926,a2352
a4994,a306,a1883
a4995,a802,a2822
a4996,a307,a1652
a4997,a663,a2666
a4998,a394,a2106
a4999,a1515,a2766
a5000,a1388,a2466
a5001,a1275,a1693
a5002,a1368,a2047
a5003,a652,a1644
a5004,a1335,a2674
a5005,a721,a2309
a5006,a452,a2379
a5007,a223,a2403
a5008,a1246,a2953
a5009,a483,a1723
a5010,a1187,a2960
a5011,a1591,a2666
a5012,a1401,a2808
a5013,a288,a2661
a5014,a400,a2005
a5015,a1584,a1794
a5016,a1534,a2836
a5017,a1568,a2294
a5018,a527,a2574
a5019,a870,a2345
a5020,a720,a2316
a5021,a1110,a2608
a5022,a358,a2886
a5023,a1209,a1918
a5024,a1434,a1760
a5025,a623,a2508
a5026,a573,a2266
a5027,a638,a1918
a5028,a468,a2832
a5029,a483,a2753
a5030,a674,a2129
a5031,a1102,a1893
a5032,a617,a1630
a5033,a1231,a2825
a5034,a1532,a1617
a5035,a1375,a2663
a5036,a750,a2574
a5037,a1497,a2453
a5038,a1297,a2377
a5039,a1556,a2406
a5040,a1422,a2557
a5041,a534,a2172
a5042,a1296,a2205
a5043,a511,a1663
a5044,a954,a2573
a5045,a360,a2018
a5046,a1450,a2863
a5047,a227,a1768
a5048,a516,a2409
a5049,a469,a2315
a5050,a1098,a2734
a5051,a1360,a2819
a5052,a1432,a2487
a5053,a373,a2174
a5054,a1203,a1683
a5055,a1077,a2194
a5056,a1549,a1797
a5057,a255,a2117
a5058,a1087,a2161
a5059,a1221,a2824
a5060,a1538,a2183
a5061,a488,a2204
a5062,a203,a2245
a5063,a418,a2272
a5064,a584,a2948
a5065,a1326,a2170
a5066,a1263,a1817
a5067,a1591,a2234
a5068,a965,a2774
a5069,a1560,a2919
a5070,a959,a2382
a5071,a941,a2914
a5072,a840,a2375
a5073,a928,a2101
a5074,a381,a2167
a5075,a267,a1768
a5076,a580,a2860
a5077,a832,a2726
a5078,a820,a1965
a5079,a1290,a2924
a5080,a767,a2859
a5081,a1230,a2802
a5082,a1371,a1784
a5083,a213,a1935
a5084,a889,a2536
a5085,a1563,a2417
a5086,a740,a2971
a5087,a373,a2647
a5088,a379,a2735
a5089,a1217,a1747
a5090,a584,a1690
a5091,a233,a2554
a5092,a1193,a2499
a5093,a242,a2055
a5094,a632,a2762
a5095,a1110,a2683
a5096,a564,a2097
a5097,a1002,a2266
a5098,a1534,a1729
a5099,a1102,a2939
a5100,a1060,a2236
a5101,a1283,a2077
a5102,a778,a2633
a5103,a798,a2496
a5104,a1107,a1666
a5105,a1362,a1756
a5106,a583,a2674
a5107,a1344,a2084
a5108,a451,a1689
a5109,a1089,a2857
a5110,a615,a1866
a5111,a712,a1981
a5112,a1511,a1963
a5113,a332,a2131
a5114,a1108,a2429
a5115,a1425,a2654
a5116,a1380,a1938
a5117,a436,a2930
a5118,a1405,a1675
a5119,a1237,a2421
a5120,a1189,a2735
a5121,a503,a1903
a5122,a1204,a2047
a5123,a968,a2098
a5124,a679,a2972
a5125,a962,a1628
a5126,a1264,a2277
a5127,a1345,a1650
a5128,a709,a1672
a5129,a1098,a2400
a5130,a944,a2573
a5131,a1277,a2462
a5132,a621,a2274
a5133,a1023,a2989
a5134,a627,a1613
a5135,a784,a2787
a5136,a846,a2487
a5137,a1300,a2140
a5138,a834,a2630
a5139,a475,a2282
a5140,a1450,a2274
a5141,a909,a2413
a5142,a253,a2998
a5143,a1042,a1918
a5144,a534,a1885
a5145,a1305,a1858
a5146,a1189,a2325
